# iSurf Session Log
# session: synth001
# date: 20260602_165920
# mode: Standard
# devMode: false
# sampleRate: 50 Hz
# --- 6 Parameters ---
# minSpeed(m/s): 4.17
# takeoffG(g): 1.50
# landingG(g): 2.00
# minAirtime(s): 0.50
# maxAirtime(s): 8.00
# cooldown(s): 1.50
# --- Columns ---
# ax/ay/az = userAcceleration (g, gravity removed)
# gx/gy/gz = gyroscope (rad/s)
# gvX/gvY/gvZ = gravity vector (g)
# baro = barometric pressure (hPa)
# baseBaro = rolling baseline pressure (hPa)
# spd = GPS speed (m/s)
# lowG = consecutive low-g sample count
# -----------------------
idx,t,ax,ay,az,aM,gx,gy,gz,gM,gvX,gvY,gvZ,baro,baseBaro,spd,lowG,state,evt
584,11.660,0.040,0.008,-0.090,0.099,0.041,-0.019,-0.101,0.110,0.022,0.005,-1.004,1013.33,1013.25,8.07,0,RIDING,
585,11.680,-0.183,-0.054,0.115,0.223,0.065,0.013,-0.082,0.106,0.004,-0.001,-0.997,1013.23,1013.25,8.42,0,RIDING,
586,11.700,-0.125,-0.050,0.111,0.175,-0.071,0.044,0.112,0.140,0.012,-0.018,-0.997,1013.28,1013.25,8.10,0,RIDING,
587,11.720,-0.032,0.095,0.092,0.136,0.009,0.087,0.047,0.099,0.024,-0.004,-0.996,1013.23,1013.25,8.22,0,RIDING,
588,11.740,-0.009,-0.037,-0.124,0.129,-0.007,-0.006,0.048,0.049,-0.010,-0.000,-0.998,1013.23,1013.25,8.04,0,RIDING,
589,11.760,0.056,-0.029,0.042,0.076,0.007,0.082,-0.003,0.082,0.012,-0.009,-1.005,1013.26,1013.25,8.66,0,RIDING,
590,11.780,-0.021,-0.166,0.100,0.195,0.052,0.001,0.163,0.172,0.015,0.009,-1.014,1013.31,1013.25,9.09,0,RIDING,
591,11.800,0.119,0.032,-0.093,0.154,0.003,0.037,0.047,0.060,0.007,-0.007,-1.001,1013.26,1013.25,8.35,0,RIDING,
592,11.820,0.059,-0.112,0.029,0.130,-0.095,-0.045,-0.060,0.121,-0.000,0.009,-0.999,1013.25,1013.25,8.71,0,RIDING,
593,11.840,-0.016,0.038,-0.018,0.045,0.007,0.051,-0.027,0.058,-0.002,-0.017,-1.005,1013.31,1013.25,8.18,0,RIDING,
594,11.860,0.123,0.028,0.098,0.159,-0.071,-0.049,0.023,0.089,-0.016,0.005,-1.001,1013.29,1013.25,8.74,0,RIDING,
595,11.880,0.009,0.037,-0.022,0.044,-0.082,-0.052,-0.070,0.119,0.013,-0.007,-1.007,1013.19,1013.25,8.46,0,RIDING,
596,11.900,-0.089,-0.134,0.005,0.161,-0.024,-0.012,-0.047,0.054,0.005,-0.006,-0.992,1013.27,1013.25,8.15,0,RIDING,
597,11.920,-0.069,0.034,0.034,0.084,-0.004,0.079,0.008,0.080,-0.008,-0.005,-1.000,1013.21,1013.25,8.70,0,RIDING,
598,11.940,0.014,0.133,-0.135,0.190,-0.013,0.055,-0.008,0.056,-0.012,0.000,-0.992,1013.27,1013.25,8.95,0,RIDING,
599,11.960,-0.046,-0.135,-0.078,0.163,0.009,0.009,0.089,0.090,0.010,0.009,-0.984,1013.31,1013.25,8.05,0,RIDING,
600,11.980,-0.012,-0.043,0.011,0.046,0.075,0.030,0.083,0.116,-0.010,0.018,-1.015,1013.29,1013.25,8.33,0,RIDING,
601,12.000,-0.027,-0.025,-0.071,0.080,-0.028,0.000,0.115,0.118,0.001,0.009,-1.008,1013.25,1013.25,8.35,0,RIDING,
602,12.020,-0.031,-0.136,0.054,0.150,0.033,0.073,-0.058,0.099,-0.003,-0.004,-1.003,1013.36,1013.25,8.76,0,RIDING,
603,12.040,-0.095,0.060,-0.047,0.121,-0.035,0.025,0.005,0.043,-0.005,0.013,-0.990,1013.22,1013.25,8.43,0,RIDING,
604,12.060,-0.056,-0.003,0.106,0.120,-0.014,0.086,0.022,0.090,0.008,0.003,-0.994,1013.28,1013.25,7.89,0,RIDING,
605,12.080,0.038,0.041,-0.040,0.068,0.044,0.003,-0.051,0.067,0.003,-0.021,-1.020,1013.20,1013.25,8.55,0,RIDING,
606,12.100,0.081,-0.001,0.221,0.235,-0.075,-0.012,-0.029,0.081,0.016,-0.010,-0.988,1013.28,1013.25,8.91,0,RIDING,
607,12.120,-0.095,0.024,0.013,0.099,0.030,-0.039,0.065,0.081,-0.003,-0.010,-0.993,1013.25,1013.25,8.49,0,RIDING,
608,12.140,0.026,0.036,0.145,0.151,-0.042,-0.014,0.000,0.044,0.009,0.004,-1.017,1013.29,1013.25,8.45,0,RIDING,
609,12.160,-0.053,-0.158,-0.022,0.168,-0.020,0.029,0.008,0.036,0.006,-0.012,-1.007,1013.25,1013.25,8.87,0,RIDING,
610,12.180,0.025,0.133,-0.015,0.136,-0.008,0.013,0.038,0.041,-0.004,-0.005,-1.008,1013.25,1013.25,8.59,0,RIDING,
611,12.200,0.051,-0.043,0.043,0.080,0.020,0.048,-0.130,0.140,-0.002,0.008,-0.975,1013.20,1013.25,8.14,0,RIDING,
612,12.220,0.120,0.106,0.030,0.163,-0.019,0.026,-0.106,0.111,0.006,-0.010,-1.011,1013.30,1013.25,8.50,0,RIDING,
613,12.240,-0.050,-0.003,0.027,0.057,-0.017,0.017,0.033,0.041,-0.015,-0.005,-0.991,1013.19,1013.25,8.47,0,RIDING,
614,12.260,-0.056,0.146,0.039,0.161,0.043,0.005,0.042,0.061,-0.005,-0.005,-0.981,1013.30,1013.25,8.53,0,RIDING,
615,12.280,-0.014,-0.036,-0.055,0.067,-0.082,-0.024,0.016,0.087,0.004,0.004,-1.004,1013.23,1013.25,8.28,0,RIDING,
616,12.300,0.024,-0.076,0.067,0.104,-0.048,-0.016,0.007,0.051,0.020,0.015,-1.017,1013.23,1013.25,8.16,0,RIDING,
617,12.320,0.009,-0.099,0.024,0.102,-0.063,0.028,0.026,0.074,-0.004,0.009,-1.004,1013.33,1013.25,8.85,0,RIDING,
618,12.340,-0.009,-0.039,-0.137,0.143,0.029,-0.099,-0.012,0.104,-0.015,-0.006,-0.993,1013.28,1013.25,8.53,0,RIDING,
619,12.360,0.086,0.124,-0.142,0.207,0.022,-0.024,0.037,0.049,0.007,-0.006,-1.004,1013.17,1013.25,8.46,0,RIDING,
620,12.380,-0.076,0.087,-0.103,0.155,-0.045,-0.016,-0.015,0.050,-0.008,0.006,-0.997,1013.35,1013.25,8.58,0,RIDING,
621,12.400,0.022,-0.005,0.036,0.043,-0.057,-0.059,-0.021,0.084,0.019,0.012,-0.996,1013.20,1013.25,8.70,0,RIDING,
622,12.420,0.026,-0.054,-0.101,0.117,0.027,-0.072,0.015,0.078,0.000,0.001,-1.006,1013.24,1013.25,8.72,0,RIDING,
623,12.440,-0.135,-0.027,0.054,0.148,0.051,0.067,-0.048,0.097,-0.004,0.025,-0.997,1013.20,1013.25,8.70,0,RIDING,
624,12.460,-0.118,-0.043,0.122,0.176,-0.089,0.007,-0.068,0.112,-0.010,-0.017,-1.007,1013.33,1013.25,8.37,0,RIDING,
625,12.480,-0.200,-0.037,0.170,0.265,0.005,-0.013,-0.057,0.058,-0.008,0.013,-0.996,1013.27,1013.25,8.36,0,RIDING,
626,12.500,-0.069,0.116,-0.004,0.135,0.025,0.007,0.058,0.063,0.007,-0.004,-0.999,1013.28,1013.25,8.40,0,RIDING,
627,12.520,0.128,-0.083,-0.081,0.173,-0.020,-0.024,0.063,0.071,0.015,-0.004,-0.998,1013.17,1013.25,9.17,0,RIDING,
628,12.540,-0.028,0.053,0.052,0.079,0.037,0.037,0.094,0.108,-0.002,0.000,-0.998,1013.24,1013.25,8.71,0,RIDING,
629,12.560,-0.004,0.027,-0.067,0.072,-0.007,-0.030,-0.057,0.065,-0.001,-0.015,-1.003,1013.22,1013.25,8.35,0,RIDING,
630,12.580,-0.088,-0.064,0.015,0.110,0.054,0.014,-0.024,0.061,-0.016,0.011,-1.015,1013.23,1013.25,8.89,0,RIDING,
631,12.600,-0.050,0.004,-0.017,0.053,0.081,0.024,-0.002,0.085,-0.008,0.011,-0.985,1013.30,1013.25,8.51,0,RIDING,
632,12.620,0.100,-0.092,0.149,0.202,-0.020,0.037,0.058,0.072,-0.010,0.012,-0.995,1013.37,1013.25,8.03,0,RIDING,
633,12.640,-0.024,-0.228,0.035,0.232,-0.009,-0.128,0.131,0.183,-0.000,0.002,-0.993,1013.13,1013.25,8.34,0,RIDING,
634,12.660,-0.021,-0.070,-0.028,0.078,-0.103,-0.055,0.097,0.151,0.019,0.010,-0.999,1013.22,1013.25,8.48,0,RIDING,
635,12.680,0.058,-0.021,-0.071,0.094,0.049,0.007,0.078,0.092,0.003,-0.002,-1.003,1013.24,1013.25,8.39,0,RIDING,
636,12.700,-0.070,0.020,0.025,0.077,0.090,-0.001,-0.086,0.124,-0.004,-0.008,-1.002,1013.27,1013.25,9.17,0,RIDING,
637,12.720,-0.224,-0.026,-0.015,0.226,-0.074,0.028,-0.043,0.090,0.006,0.019,-0.988,1013.16,1013.25,8.29,0,RIDING,
638,12.740,0.015,-0.040,-0.020,0.048,0.047,-0.025,0.020,0.058,-0.006,0.004,-1.000,1013.30,1013.25,8.23,0,RIDING,
639,12.760,-0.010,-0.041,-0.005,0.043,0.091,0.067,-0.079,0.137,0.000,-0.014,-1.001,1013.25,1013.25,8.53,0,RIDING,
640,12.780,0.012,-0.053,0.025,0.060,-0.120,-0.074,0.005,0.141,-0.004,0.002,-0.989,1013.27,1013.25,8.45,0,RIDING,
641,12.800,0.071,-0.006,-0.037,0.080,0.052,0.027,0.043,0.073,0.002,-0.006,-0.989,1013.24,1013.25,8.25,0,RIDING,
642,12.820,0.067,-0.171,0.052,0.191,0.065,0.051,-0.023,0.086,0.010,0.001,-1.011,1013.21,1013.25,8.79,0,RIDING,
643,12.840,-0.120,0.021,-0.065,0.138,-0.033,0.022,0.051,0.065,0.013,-0.000,-1.003,1013.15,1013.25,8.30,0,RIDING,
644,12.860,0.050,-0.089,-0.096,0.140,0.001,0.077,0.050,0.091,-0.004,-0.012,-1.016,1013.25,1013.25,8.80,0,RIDING,
645,12.880,0.021,0.071,0.029,0.079,-0.002,-0.020,0.053,0.057,0.013,-0.006,-0.996,1013.25,1013.25,8.08,0,RIDING,
646,12.900,0.000,0.083,0.019,0.085,0.060,0.010,-0.023,0.065,-0.008,0.009,-1.002,1013.23,1013.25,8.69,0,RIDING,
647,12.920,-0.073,-0.068,-0.011,0.101,0.087,0.038,0.001,0.095,-0.003,-0.000,-1.004,1013.21,1013.25,9.06,0,RIDING,
648,12.940,0.105,0.014,-0.036,0.111,0.009,-0.049,-0.052,0.072,0.012,0.020,-1.011,1013.24,1013.25,7.65,0,RIDING,
649,12.960,-0.011,-0.124,0.014,0.125,0.010,0.036,-0.065,0.075,-0.002,0.022,-1.002,1013.22,1013.25,8.31,0,RIDING,
650,12.980,-0.003,-0.040,0.062,0.074,0.126,0.057,0.075,0.157,0.000,0.012,-0.990,1013.20,1013.25,8.81,0,RIDING,
651,13.000,0.051,-0.131,0.011,0.142,-0.025,0.022,0.002,0.033,-0.007,-0.001,-0.997,1013.30,1013.25,8.03,0,RIDING,
652,13.020,-0.032,-0.002,0.004,0.032,0.051,-0.006,0.012,0.053,-0.014,0.004,-1.023,1013.16,1013.25,7.73,0,RIDING,
653,13.040,0.032,-0.008,0.000,0.033,-0.036,-0.021,0.041,0.058,-0.005,0.002,-0.988,1013.27,1013.25,8.49,0,RIDING,
654,13.060,-0.002,-0.029,-0.093,0.097,0.005,-0.045,-0.071,0.084,-0.020,-0.007,-0.982,1013.29,1013.25,8.32,0,RIDING,
655,13.080,-0.008,-0.104,-0.087,0.136,0.035,0.020,0.010,0.042,0.015,0.005,-1.002,1013.24,1013.25,8.64,0,RIDING,
656,13.100,-0.110,0.035,0.123,0.169,0.032,-0.062,0.009,0.070,0.005,0.012,-0.984,1013.31,1013.25,8.31,0,RIDING,
657,13.120,-0.125,-0.137,0.029,0.188,0.035,-0.017,-0.001,0.039,-0.022,0.003,-1.013,1013.23,1013.25,8.85,0,RIDING,
658,13.140,-0.053,-0.121,-0.072,0.150,-0.001,0.001,0.088,0.088,0.003,0.003,-0.986,1013.24,1013.25,8.60,0,RIDING,
659,13.160,0.011,0.012,-0.009,0.018,0.000,-0.003,0.049,0.049,-0.000,0.007,-1.005,1013.25,1013.25,8.52,0,RIDING,
660,13.180,0.074,-0.045,0.055,0.102,0.095,0.011,-0.004,0.095,0.000,0.009,-1.006,1013.19,1013.25,8.72,0,RIDING,
661,13.200,0.041,0.142,0.032,0.151,-0.016,-0.064,-0.000,0.066,-0.011,-0.010,-1.010,1013.28,1013.25,8.68,0,RIDING,
662,13.220,-0.080,-0.022,0.021,0.086,0.095,0.010,0.072,0.119,0.008,0.004,-0.992,1013.17,1013.25,8.96,0,RIDING,
663,13.240,0.049,0.151,0.064,0.171,-0.086,-0.086,0.079,0.145,-0.003,-0.006,-1.003,1013.25,1013.25,8.89,0,RIDING,
664,13.260,0.025,0.015,-0.049,0.057,0.026,0.030,-0.045,0.061,-0.003,0.000,-1.007,1013.20,1013.25,7.92,0,RIDING,
665,13.280,-0.048,-0.011,0.002,0.049,0.028,0.041,0.022,0.054,0.006,0.004,-1.010,1013.31,1013.25,8.21,0,RIDING,
666,13.300,-0.053,0.035,0.006,0.064,-0.062,-0.027,0.075,0.101,0.013,-0.009,-1.002,1013.29,1013.25,8.52,0,RIDING,
667,13.320,0.076,-0.027,-0.088,0.119,0.029,0.079,-0.125,0.151,-0.003,-0.014,-0.974,1013.26,1013.25,8.13,0,RIDING,
668,13.340,-0.054,0.004,-0.056,0.078,-0.049,-0.022,0.010,0.055,0.015,-0.011,-0.999,1013.34,1013.25,8.59,0,RIDING,
669,13.360,-0.035,-0.124,0.295,0.322,-0.012,0.012,-0.037,0.041,0.010,-0.004,-1.001,1013.22,1013.25,8.19,0,RIDING,
670,13.380,0.014,-0.097,0.018,0.100,-0.008,0.022,-0.019,0.030,0.010,-0.007,-0.990,1013.25,1013.25,8.65,0,RIDING,
671,13.400,-0.078,-0.015,0.010,0.080,0.007,-0.123,-0.048,0.133,-0.007,0.015,-1.018,1013.24,1013.25,8.77,0,RIDING,
672,13.420,0.006,0.043,0.001,0.043,0.013,0.046,-0.040,0.062,-0.002,-0.023,-1.012,1013.28,1013.25,8.82,0,RIDING,
673,13.440,-0.068,-0.084,0.034,0.113,-0.040,0.123,0.028,0.132,0.015,0.007,-1.010,1013.19,1013.25,8.42,0,RIDING,
674,13.460,0.082,-0.038,0.175,0.197,-0.027,0.029,0.028,0.049,0.011,0.005,-1.001,1013.23,1013.25,8.45,0,RIDING,
675,13.480,0.035,0.138,0.074,0.161,0.024,0.016,-0.077,0.082,0.007,-0.006,-0.996,1013.26,1013.25,8.36,0,RIDING,
676,13.500,-0.083,0.071,-0.058,0.123,-0.001,0.029,-0.016,0.033,0.017,-0.018,-1.009,1013.25,1013.25,8.81,0,RIDING,
677,13.520,0.053,0.074,-0.037,0.099,0.005,-0.010,0.112,0.113,-0.015,-0.013,-0.987,1013.24,1013.25,8.15,0,RIDING,
678,13.540,-0.031,0.154,0.050,0.165,0.019,0.032,0.039,0.054,-0.006,-0.005,-0.999,1013.30,1013.25,8.21,0,RIDING,
679,13.560,-0.020,-0.097,-0.055,0.113,0.088,0.105,-0.042,0.143,-0.008,0.007,-1.001,1013.27,1013.25,8.49,0,RIDING,
680,13.580,0.132,0.036,-0.025,0.139,-0.131,-0.005,0.042,0.137,0.007,-0.017,-1.002,1013.21,1013.25,8.76,0,RIDING,
681,13.600,0.025,0.060,0.012,0.066,-0.001,-0.017,-0.014,0.022,0.006,-0.003,-0.995,1013.25,1013.25,8.19,0,RIDING,
682,13.620,-0.040,0.032,0.010,0.052,0.044,0.023,0.046,0.068,-0.003,-0.012,-1.001,1013.24,1013.25,8.48,0,RIDING,
683,13.640,0.086,0.061,-0.067,0.125,0.015,0.037,-0.067,0.078,0.007,0.003,-1.017,1013.27,1013.25,8.60,0,RIDING,
684,13.660,-0.159,0.157,-0.031,0.226,0.063,0.062,0.004,0.089,-0.000,0.005,-0.995,1013.19,1013.25,8.91,0,RIDING,
685,13.680,0.075,0.080,-0.112,0.157,-0.069,0.007,0.000,0.070,-0.002,0.020,-0.986,1013.29,1013.25,8.46,0,RIDING,
686,13.700,0.091,0.082,-0.062,0.138,-0.004,-0.003,-0.054,0.054,-0.012,0.005,-0.995,1013.21,1013.25,8.55,0,RIDING,
687,13.720,-0.019,-0.027,0.048,0.058,0.024,0.018,-0.060,0.067,-0.006,-0.004,-1.018,1013.17,1013.25,9.11,0,RIDING,
688,13.740,-0.063,-0.058,0.063,0.106,-0.131,-0.069,-0.020,0.149,-0.004,-0.016,-0.997,1013.23,1013.25,8.27,0,RIDING,
689,13.760,0.094,0.012,-0.042,0.104,0.062,0.024,-0.051,0.084,-0.000,0.012,-1.007,1013.22,1013.25,8.32,0,RIDING,
690,13.780,-0.012,0.009,-0.094,0.095,-0.024,0.030,0.056,0.068,-0.003,0.013,-0.994,1013.16,1013.25,8.71,0,RIDING,
691,13.800,0.156,0.024,-0.031,0.161,-0.041,-0.071,0.027,0.086,0.003,-0.015,-1.004,1013.28,1013.25,8.74,0,RIDING,
692,13.820,-0.019,0.013,0.060,0.064,0.070,0.014,-0.102,0.124,-0.008,-0.012,-0.998,1013.20,1013.25,7.87,0,RIDING,
693,13.840,-0.017,0.088,0.085,0.124,-0.022,0.047,0.001,0.052,-0.011,-0.001,-0.985,1013.27,1013.25,8.90,0,RIDING,
694,13.860,-0.060,0.017,0.010,0.063,-0.021,-0.064,-0.034,0.075,0.002,0.007,-1.012,1013.20,1013.25,8.82,0,RIDING,
695,13.880,0.040,0.011,0.083,0.093,-0.035,0.040,0.067,0.086,-0.011,-0.014,-0.990,1013.34,1013.25,8.23,0,RIDING,
696,13.900,0.047,0.027,-0.068,0.087,0.062,0.079,-0.002,0.100,0.005,0.013,-1.004,1013.24,1013.25,8.85,0,RIDING,
697,13.920,0.027,-0.026,-0.045,0.059,-0.015,-0.014,0.025,0.032,-0.008,-0.012,-0.986,1013.24,1013.25,8.52,0,RIDING,
698,13.940,-0.077,0.143,0.074,0.179,-0.113,-0.031,-0.021,0.119,-0.006,0.012,-1.001,1013.25,1013.25,8.45,0,RIDING,
699,13.960,0.076,-0.054,-0.054,0.108,0.065,-0.014,-0.054,0.086,-0.002,-0.007,-0.994,1013.24,1013.25,8.81,0,RIDING,
700,13.980,0.077,-0.016,-0.025,0.083,-0.018,0.132,-0.009,0.134,0.004,-0.020,-0.998,1013.34,1013.25,8.46,0,RIDING,
701,14.000,0.004,-0.025,-0.032,0.041,-0.067,-0.073,0.008,0.100,-0.002,-0.005,-1.007,1013.22,1013.25,8.47,0,RIDING,
702,14.020,0.145,-0.087,-0.040,0.174,-0.014,-0.056,-0.047,0.075,0.001,0.032,-0.992,1013.29,1013.25,8.78,0,RIDING,
703,14.040,0.098,-0.064,0.086,0.145,0.082,-0.019,0.088,0.122,-0.000,-0.008,-0.994,1013.21,1013.25,8.17,0,RIDING,
704,14.060,-0.086,0.007,-0.153,0.176,-0.001,0.051,-0.013,0.053,-0.011,-0.013,-0.999,1013.27,1013.25,8.82,0,RIDING,
705,14.080,0.022,-0.021,-0.076,0.082,0.059,-0.057,-0.013,0.083,-0.004,-0.008,-0.980,1013.25,1013.25,8.71,0,RIDING,
706,14.100,-0.066,0.063,-0.012,0.092,-0.023,-0.002,-0.012,0.027,-0.000,0.001,-1.009,1013.27,1013.25,7.75,0,RIDING,
707,14.120,-0.030,0.183,0.146,0.236,0.031,0.012,-0.015,0.037,-0.008,0.007,-1.010,1013.32,1013.25,8.37,0,RIDING,
708,14.140,-0.062,0.115,-0.125,0.181,-0.003,0.006,0.013,0.015,-0.003,0.019,-0.990,1013.18,1013.25,8.43,0,RIDING,
709,14.160,-0.059,0.068,0.052,0.104,-0.005,-0.012,-0.013,0.019,0.009,0.014,-0.982,1013.17,1013.25,8.32,0,RIDING,
710,14.180,-0.029,0.049,-0.188,0.196,-0.013,-0.062,0.041,0.075,-0.011,0.004,-0.992,1013.17,1013.25,8.19,0,RIDING,
711,14.200,-0.072,0.141,0.013,0.159,-0.041,0.017,-0.001,0.044,0.022,0.011,-1.006,1013.29,1013.25,8.60,0,RIDING,
712,14.220,0.062,0.060,-0.078,0.116,-0.037,-0.039,-0.122,0.133,0.012,-0.005,-0.999,1013.28,1013.25,8.44,0,RIDING,
713,14.240,0.058,0.076,0.026,0.098,-0.051,0.109,0.042,0.127,0.014,0.004,-0.995,1013.32,1013.25,8.97,0,RIDING,
714,14.260,0.049,-0.118,0.064,0.143,-0.048,0.021,-0.050,0.072,0.024,0.002,-0.995,1013.28,1013.25,8.36,0,RIDING,
715,14.280,-0.071,-0.022,-0.004,0.075,-0.014,-0.021,-0.043,0.050,-0.008,0.004,-1.008,1013.29,1013.25,8.39,0,RIDING,
716,14.300,-0.014,-0.040,-0.072,0.084,-0.011,-0.040,-0.061,0.074,-0.014,-0.004,-0.998,1013.27,1013.25,8.41,0,RIDING,
717,14.320,0.034,0.029,0.021,0.050,0.029,-0.024,-0.039,0.054,0.000,0.006,-0.991,1013.28,1013.25,8.38,0,RIDING,
718,14.340,0.095,-0.054,-0.029,0.113,0.028,-0.070,-0.062,0.097,-0.009,0.008,-0.995,1013.28,1013.25,8.32,0,RIDING,
719,14.360,0.073,-0.026,-0.022,0.080,-0.016,0.015,-0.099,0.101,-0.008,-0.001,-0.999,1013.22,1013.25,8.71,0,RIDING,
720,14.380,0.041,-0.037,-0.088,0.104,0.123,-0.035,0.085,0.154,-0.002,0.019,-0.980,1013.16,1013.25,8.54,0,RIDING,
721,14.400,0.078,-0.079,-0.063,0.127,-0.037,-0.025,0.013,0.046,0.015,0.014,-1.018,1013.21,1013.25,8.43,0,RIDING,
722,14.420,-0.074,-0.029,0.101,0.128,-0.016,0.093,0.018,0.096,-0.003,0.010,-0.994,1013.32,1013.25,8.25,0,RIDING,
723,14.440,-0.146,-0.021,0.015,0.148,0.031,-0.031,0.085,0.095,0.004,0.001,-1.003,1013.26,1013.25,8.92,0,RIDING,
724,14.460,-0.091,0.069,0.059,0.128,0.046,-0.018,-0.049,0.070,-0.000,0.010,-1.009,1013.23,1013.25,8.41,0,RIDING,
725,14.480,-0.038,0.054,0.072,0.097,0.107,0.026,-0.041,0.118,0.001,0.002,-1.001,1013.20,1013.25,8.27,0,RIDING,
726,14.500,-0.047,-0.014,-0.006,0.050,0.030,0.004,-0.039,0.049,-0.001,-0.002,-1.000,1013.19,1013.25,8.94,0,RIDING,
727,14.520,0.089,-0.024,0.015,0.094,-0.011,0.029,-0.049,0.058,0.012,0.006,-0.997,1013.26,1013.25,8.80,0,RIDING,
728,14.540,0.122,0.056,0.109,0.173,-0.058,-0.053,0.040,0.088,-0.009,0.015,-1.012,1013.24,1013.25,8.38,0,RIDING,
729,14.560,0.009,-0.108,-0.013,0.109,0.109,0.120,-0.024,0.164,-0.008,-0.017,-0.996,1013.20,1013.25,8.97,0,RIDING,
730,14.580,-0.083,-0.113,0.087,0.165,-0.035,-0.051,0.009,0.063,0.001,0.016,-0.989,1013.24,1013.25,8.83,0,RIDING,
731,14.600,0.141,0.087,0.007,0.166,0.026,0.002,-0.075,0.080,-0.023,-0.008,-1.012,1013.19,1013.25,8.72,0,RIDING,
732,14.620,-0.005,-0.080,0.019,0.083,-0.009,-0.023,-0.041,0.047,-0.012,-0.003,-0.996,1013.14,1013.25,8.53,0,RIDING,
733,14.640,0.083,0.055,0.117,0.154,-0.069,0.034,0.076,0.108,0.004,-0.005,-1.006,1013.27,1013.25,8.18,0,RIDING,
734,14.660,0.083,-0.013,-0.086,0.120,-0.032,0.095,-0.041,0.108,0.011,-0.003,-1.009,1013.28,1013.25,8.56,0,RIDING,
735,14.680,-0.049,-0.079,0.204,0.225,0.010,-0.015,0.061,0.064,0.006,0.003,-0.989,1013.28,1013.25,8.45,0,RIDING,
736,14.700,0.128,-0.023,-0.003,0.130,-0.008,0.059,0.020,0.063,-0.006,0.001,-0.987,1013.29,1013.25,8.77,0,RIDING,
737,14.720,0.074,0.063,-0.021,0.099,-0.017,-0.041,-0.013,0.046,0.012,-0.007,-0.997,1013.25,1013.25,8.09,0,RIDING,
738,14.740,0.047,-0.042,-0.140,0.153,0.048,0.020,-0.012,0.053,-0.009,-0.001,-1.017,1013.30,1013.25,8.77,0,RIDING,
739,14.760,-0.019,0.109,-0.064,0.128,0.040,-0.073,-0.014,0.084,0.005,0.007,-0.983,1013.30,1013.25,9.00,0,RIDING,
740,14.780,-0.189,-0.132,0.146,0.273,0.121,0.029,0.004,0.125,-0.006,0.000,-1.001,1013.26,1013.25,8.51,0,RIDING,
741,14.800,0.054,0.053,0.078,0.108,0.029,-0.046,0.067,0.087,0.003,-0.005,-0.982,1013.12,1013.25,8.53,0,RIDING,
742,14.820,-0.084,-0.090,-0.039,0.129,0.021,0.039,0.006,0.044,-0.006,0.001,-1.013,1013.28,1013.25,8.30,0,RIDING,
743,14.840,0.016,-0.030,0.055,0.064,-0.049,-0.025,-0.027,0.061,-0.002,-0.013,-0.995,1013.23,1013.25,8.21,0,RIDING,
744,14.860,0.052,0.000,-0.014,0.054,-0.042,-0.046,-0.010,0.064,0.002,-0.000,-1.004,1013.21,1013.25,8.16,0,RIDING,
745,14.880,-0.062,-0.004,-0.053,0.081,-0.021,0.010,0.035,0.042,0.012,-0.011,-1.002,1013.29,1013.25,8.32,0,RIDING,
746,14.900,0.101,0.186,0.010,0.212,-0.017,-0.018,-0.058,0.063,-0.007,0.012,-1.007,1013.24,1013.25,8.38,0,RIDING,
747,14.920,0.133,0.065,0.051,0.156,-0.028,-0.024,-0.096,0.103,0.004,-0.006,-0.995,1013.26,1013.25,8.42,0,RIDING,
748,14.940,-0.115,-0.168,0.037,0.207,0.053,-0.152,0.063,0.173,-0.015,-0.010,-0.993,1013.23,1013.25,8.46,0,RIDING,
749,14.960,-0.056,-0.003,-0.011,0.057,0.096,0.044,-0.064,0.123,-0.013,-0.007,-0.989,1013.23,1013.25,8.17,0,RIDING,
750,14.980,0.004,0.053,-0.010,0.054,-0.020,0.004,-0.003,0.020,0.004,0.006,-1.019,1013.34,1013.25,9.03,0,RIDING,
751,15.000,-0.008,0.185,-0.061,0.195,0.039,0.060,-0.019,0.074,0.008,0.000,-0.985,1013.24,1013.25,8.37,0,RIDING,
752,15.020,0.092,0.000,0.201,0.221,-0.014,-0.029,-0.011,0.034,-0.001,0.009,-1.015,1013.21,1013.25,8.38,0,RIDING,
753,15.040,-0.107,-0.060,-0.022,0.125,0.022,-0.037,0.073,0.085,0.001,0.011,-0.997,1013.23,1013.25,8.44,0,RIDING,
754,15.060,0.002,-0.041,0.013,0.043,0.020,-0.017,-0.000,0.026,0.011,0.014,-1.001,1013.16,1013.25,8.35,0,RIDING,
755,15.080,-0.166,0.142,-0.012,0.219,0.124,-0.019,0.049,0.135,0.011,-0.010,-0.987,1013.22,1013.25,8.90,0,RIDING,
756,15.100,0.222,-0.016,-0.094,0.241,0.014,-0.019,-0.072,0.075,-0.015,0.011,-0.996,1013.20,1013.25,8.57,0,RIDING,
757,15.120,-0.013,0.109,-0.070,0.130,0.033,-0.065,-0.016,0.074,-0.001,0.006,-0.985,1013.28,1013.25,8.34,0,RIDING,
758,15.140,0.101,0.036,-0.020,0.109,-0.069,0.083,0.091,0.141,-0.000,0.007,-0.997,1013.15,1013.25,8.75,0,RIDING,
759,15.160,-0.014,-0.000,-0.002,0.014,0.057,-0.012,-0.026,0.064,0.004,0.003,-0.986,1013.28,1013.25,8.69,0,RIDING,
